tap_number,date_time,beer,brewer,style,keg_cost,glass_price
4,Thu Aug 30 2012 23:20:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
2,Thu Aug 30 2012 23:31:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Fri Aug 31 2012 17:27:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
2,Fri Aug 31 2012 19:11:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
2,Fri Aug 31 2012 21:43:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Fri Aug 31 2012 22:12:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Fri Aug 31 2012 22:16:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
2,Sat Sep 01 2012 12:44:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Sat Sep 01 2012 20:22:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Sun Sep 02 2012 22:40:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Mon Sep 03 2012 22:16:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
2,Mon Sep 03 2012 22:49:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Tue Sep 04 2012 00:14:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Wed Sep 05 2012 15:28:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Wed Sep 05 2012 17:48:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Thu Sep 06 2012 00:37:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
2,Thu Sep 06 2012 18:10:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Thu Sep 06 2012 21:00:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
2,Thu Sep 06 2012 23:06:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Thu Sep 06 2012 23:44:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
2,Fri Sep 07 2012 17:34:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Fri Sep 07 2012 21:00:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Fri Sep 07 2012 21:08:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
2,Fri Sep 07 2012 21:21:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Sat Sep 08 2012 20:16:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
2,Sat Sep 08 2012 22:15:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Sun Sep 09 2012 20:34:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
2,Mon Sep 10 2012 18:48:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Mon Sep 10 2012 22:57:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Tue Sep 11 2012 19:50:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
5,Wed Sep 12 2012 19:08:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Thu Sep 13 2012 16:23:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Thu Sep 13 2012 16:35:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
2,Thu Sep 13 2012 20:06:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Thu Sep 13 2012 20:36:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Thu Sep 13 2012 23:56:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Fri Sep 14 2012 17:58:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
2,Fri Sep 14 2012 18:19:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Fri Sep 14 2012 18:34:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Fri Sep 14 2012 21:29:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
2,Fri Sep 14 2012 23:45:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Sat Sep 15 2012 19:40:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
2,Sun Sep 16 2012 17:12:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Sun Sep 16 2012 18:56:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Sun Sep 16 2012 22:17:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Mon Sep 17 2012 22:23:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Mon Sep 17 2012 23:53:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Tue Sep 18 2012 22:44:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Wed Sep 19 2012 15:40:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Thu Sep 20 2012 00:34:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Thu Sep 20 2012 14:30:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Thu Sep 20 2012 17:08:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Thu Sep 20 2012 20:09:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Thu Sep 20 2012 22:12:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Thu Sep 20 2012 23:06:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
4,Fri Sep 21 2012 17:49:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
5,Fri Sep 21 2012 18:01:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
2,Fri Sep 21 2012 20:44:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Fri Sep 21 2012 20:49:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Fri Sep 21 2012 22:18:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Sat Sep 22 2012 00:59:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
2,Sat Sep 22 2012 23:18:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Sun Sep 23 2012 18:26:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
2,Mon Sep 24 2012 17:14:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Mon Sep 24 2012 21:12:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
2,Tue Sep 25 2012 18:05:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Tue Sep 25 2012 23:08:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Wed Sep 26 2012 21:08:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Thu Sep 27 2012 00:24:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
2,Thu Sep 27 2012 17:07:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Thu Sep 27 2012 19:42:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Thu Sep 27 2012 19:47:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Thu Sep 27 2012 22:57:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Fri Sep 28 2012 18:14:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Fri Sep 28 2012 18:21:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
2,Fri Sep 28 2012 19:08:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Fri Sep 28 2012 21:13:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
2,Sat Sep 29 2012 00:04:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Sat Sep 29 2012 17:30:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Sun Sep 30 2012 21:31:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Sun Sep 30 2012 23:19:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
2,Mon Oct 01 2012 22:34:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Tue Oct 02 2012 18:39:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
6,Tue Oct 02 2012 19:51:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Wed Oct 03 2012 19:37:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
2,Thu Oct 04 2012 13:46:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Thu Oct 04 2012 17:44:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
2,Thu Oct 04 2012 21:29:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Thu Oct 04 2012 21:33:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Thu Oct 04 2012 23:19:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
2,Fri Oct 05 2012 18:52:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Fri Oct 05 2012 19:29:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Fri Oct 05 2012 21:24:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Fri Oct 05 2012 22:56:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Sat Oct 06 2012 14:50:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Sun Oct 07 2012 19:08:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Mon Oct 08 2012 17:09:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Mon Oct 08 2012 22:47:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
2,Tue Oct 09 2012 17:02:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Tue Oct 09 2012 23:08:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Thu Oct 11 2012 00:38:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Thu Oct 11 2012 14:38:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Thu Oct 11 2012 19:15:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
2,Thu Oct 11 2012 19:24:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Thu Oct 11 2012 21:23:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Fri Oct 12 2012 00:56:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Fri Oct 12 2012 15:24:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
2,Fri Oct 12 2012 21:05:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Fri Oct 12 2012 22:14:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Fri Oct 12 2012 22:37:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
2,Sat Oct 13 2012 20:32:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
2,Sun Oct 14 2012 22:52:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Mon Oct 15 2012 00:31:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Mon Oct 15 2012 23:10:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Tue Oct 16 2012 17:33:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
2,Wed Oct 17 2012 16:10:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Wed Oct 17 2012 22:33:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
2,Thu Oct 18 2012 12:56:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
2,Thu Oct 18 2012 19:50:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Thu Oct 18 2012 20:37:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
2,Thu Oct 18 2012 22:31:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Fri Oct 19 2012 13:05:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Fri Oct 19 2012 19:16:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
2,Fri Oct 19 2012 20:24:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Fri Oct 19 2012 21:03:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
2,Sat Oct 20 2012 18:43:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Sat Oct 20 2012 20:52:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Sun Oct 21 2012 21:47:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
2,Mon Oct 22 2012 19:34:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Mon Oct 22 2012 20:50:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
6,Mon Oct 22 2012 23:33:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Tue Oct 23 2012 18:29:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
2,Wed Oct 24 2012 20:13:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
4,Thu Oct 25 2012 00:50:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu Oct 25 2012 18:55:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Thu Oct 25 2012 19:49:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Thu Oct 25 2012 23:07:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Fri Oct 26 2012 14:20:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Fri Oct 26 2012 15:53:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Fri Oct 26 2012 19:12:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Fri Oct 26 2012 20:04:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Fri Oct 26 2012 21:30:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Sat Oct 27 2012 00:30:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Sat Oct 27 2012 19:12:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Sun Oct 28 2012 20:00:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Sun Oct 28 2012 22:24:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Mon Oct 29 2012 19:59:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Tue Oct 30 2012 17:43:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Tue Oct 30 2012 19:01:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Wed Oct 31 2012 20:29:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Wed Oct 31 2012 23:10:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Thu Nov 01 2012 17:37:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Thu Nov 01 2012 18:50:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Thu Nov 01 2012 22:16:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Fri Nov 02 2012 14:22:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Fri Nov 02 2012 17:32:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Fri Nov 02 2012 17:58:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Fri Nov 02 2012 18:34:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Fri Nov 02 2012 23:36:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Sat Nov 03 2012 22:31:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Sun Nov 04 2012 14:33:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
3,Sun Nov 04 2012 15:46:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
3,Mon Nov 05 2012 19:28:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
6,Mon Nov 05 2012 21:46:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
6,Tue Nov 06 2012 23:17:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Wed Nov 07 2012 00:13:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
4,Wed Nov 07 2012 23:49:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Thu Nov 08 2012 18:44:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Thu Nov 08 2012 19:49:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Thu Nov 08 2012 21:56:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Thu Nov 08 2012 22:47:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Fri Nov 09 2012 18:36:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Fri Nov 09 2012 18:40:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Fri Nov 09 2012 22:36:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
4,Fri Nov 09 2012 23:34:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Sun Nov 11 2012 14:15:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Sun Nov 11 2012 18:13:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Sun Nov 11 2012 23:10:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Mon Nov 12 2012 20:40:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Tue Nov 13 2012 17:15:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
6,Wed Nov 14 2012 18:20:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Thu Nov 15 2012 16:09:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Thu Nov 15 2012 19:54:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Thu Nov 15 2012 20:12:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
6,Thu Nov 15 2012 20:49:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Thu Nov 15 2012 22:31:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Fri Nov 16 2012 17:48:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Fri Nov 16 2012 18:04:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Fri Nov 16 2012 22:22:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Fri Nov 16 2012 22:47:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Sun Nov 18 2012 16:23:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Mon Nov 19 2012 12:17:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Mon Nov 19 2012 15:42:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Tue Nov 20 2012 16:38:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Wed Nov 21 2012 01:00:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Wed Nov 21 2012 23:21:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Thu Nov 22 2012 17:49:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu Nov 22 2012 19:10:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Thu Nov 22 2012 19:35:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Thu Nov 22 2012 23:19:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Fri Nov 23 2012 00:05:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Fri Nov 23 2012 17:31:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Fri Nov 23 2012 19:43:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
4,Fri Nov 23 2012 21:22:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Fri Nov 23 2012 21:36:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Sat Nov 24 2012 21:02:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Sat Nov 24 2012 21:17:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
6,Sun Nov 25 2012 23:57:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Mon Nov 26 2012 21:11:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Tue Nov 27 2012 17:31:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Wed Nov 28 2012 19:16:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
5,Wed Nov 28 2012 21:25:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Thu Nov 29 2012 18:14:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
5,Thu Nov 29 2012 20:29:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Thu Nov 29 2012 21:47:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Fri Nov 30 2012 00:24:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
6,Fri Nov 30 2012 18:11:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Fri Nov 30 2012 20:17:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Fri Nov 30 2012 22:19:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
6,Sat Dec 01 2012 21:20:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Sun Dec 02 2012 20:45:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
5,Sun Dec 02 2012 21:21:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Tue Dec 04 2012 17:30:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Tue Dec 04 2012 21:20:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Wed Dec 05 2012 19:27:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Thu Dec 06 2012 17:58:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Thu Dec 06 2012 18:27:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Thu Dec 06 2012 22:11:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
4,Thu Dec 06 2012 22:42:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Fri Dec 07 2012 19:05:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Fri Dec 07 2012 19:30:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
